"MEMBER_ID","SUBSCRIBER_ID","MBI_NUMBER","MEDICAID_ID","MEMBER_RELATIONSHIP","PLAN_ID","PLAN_NAME","PLAN_TYPE","PRODUCT_LINE","GROUP_NUMBER","EMPLOYER_NAME","DATE_OF_BIRTH","GENDER","ZIP_CODE","COUNTY_CODE","STATE_CODE","COVERAGE_START_DATE","COVERAGE_END_DATE","ENROLLMENT_STATUS","COBRA_FLAG","DUAL_ELIGIBLE","LIS_LEVEL","RISK_SCORE","PRIOR_YEAR_RISK_SCORE","RISK_CATEGORY","RISK_PERCENTILE","PROSPECTIVE_RISK_SCORE","CARE_MANAGEMENT_FLAG","CHRONIC_CONDITION_COUNT","PRIMARY_CARE_NPI","_SOURCE_SYSTEM","_VALID_FROM","_VALID_TO","_IS_CURRENT","_LOADED_AT","_RECORD_HASH"
"219dbf70-e693-5ca5-8b25-adbbdc4f1d3e","SH100021","","","SELF","HDH-2024-01","Sutter Health Hdhp Gold","HDHP","COMMERCIAL","GRP10201","Sutter Medical Foundation","1973-09-14","M","94609","06075","CA","2023-06-20","","ACTIVE","FALSE","FALSE","","3.669","4.0438","VERY_HIGH","40","3.5885","TRUE","2","1190137896","ELIGIBILITY_834","2026-09-05 00:00:00","","TRUE","2026-09-15 10:31:41","9d809876e291959fe18df7a5f0324986dd62b66e6d97d9a0bae8225516ead71d"
"346dfa41-af94-5d9a-9d3b-eaed0c076926","SH100022","A4H7-A0-2327","","SPOUSE","MED-2024-04","Sutter Health Medicare Advantage Gold","MEDICARE_ADVANTAGE","MEDICARE","GRP10035","Sutter Medical Foundation","1937-05-18","F","94103","06075","CA","2024-07-01","","ACTIVE","FALSE","FALSE","","0.9737","0.8333","MODERATE","14","1.0807","FALSE","2","1909851739","ELIGIBILITY_834","2026-08-22 00:00:00","","TRUE","2026-09-15 10:31:41","694cef7f6f0fd2c620c92e1a03e5f4a1a3fbc8ea85198d68a9b6da358de89ebc"
"f90aa018-7646-55da-9afc-2bfacadccba6","SH100023","","","SELF","HMO-2024-02","Sutter Health Hmo Gold","HMO","COMMERCIAL","GRP10353","Bay Area Health Alliance","1938-07-16","F","95128","06085","CA","2025-05-07","","ACTIVE","FALSE","FALSE","","0.4872","0.5131","LOW","6","0.5549","FALSE","3","1209415691","ELIGIBILITY_834","2026-08-28 00:00:00","","TRUE","2026-09-15 10:31:41","5df307fe6ee3e98c07ba97deebdec5a92529caae65fbd21b9c7cbe973b725f6c"
"70be7113-313c-5b04-a11f-28aec3f8d3ad","SH100024","","","SPOUSE","HMO-2024-09","Sutter Health Hmo Gold","HMO","COMMERCIAL","GRP10222","UCSF Health Partners","1983-01-10","F","93701","06085","CA","2023-11-19","","ACTIVE","FALSE","FALSE","","1.3412","1.3145","MODERATE","15","1.5188","FALSE","2","1887906704","ELIGIBILITY_834","2026-09-01 00:00:00","","TRUE","2026-09-15 10:31:41","39d4db69a2748733685447a788d8c5fba8ea386ef50e80d2a09c9ca2fb5703c8"
"f1881d09-9a22-59fa-9c6a-6936dd5f9e00","SH100025","","","DEPENDENT","POS-2024-05","Sutter Health Pos Gold","POS","COMMERCIAL","GRP10249","Bay Area Health Alliance","1954-08-20","M","94102","06075","CA","2023-09-09","2024-04-12","TERMED","FALSE","FALSE","","3.4838","3.6596","VERY_HIGH","40","3.7163","TRUE","3","1480990401","ELIGIBILITY_834","2026-08-30 00:00:00","","TRUE","2026-09-15 10:31:41","6ea3d2883766508f86cc06fdd6d4c63ec927ca11f6871bc043b1b50ed59b1579"
"42a02fb0-588d-5805-8865-4070f08a0b50","SH100026","","","DEPENDENT","HDH-2024-09","Sutter Health Hdhp Gold","HDHP","COMMERCIAL","GRP10297","NorCal Tech Coalition","1965-05-30","F","95128","06085","CA","2025-02-04","","ACTIVE","FALSE","FALSE","","2.5929","2.2763","HIGH","28","2.5909","TRUE","2","1608159580","ELIGIBILITY_834","2026-08-24 00:00:00","","TRUE","2026-09-15 10:31:41","09d15c610d8e2014e91a8a0b32937e70bc48856ec95a3699a14ac8177aab2b87"
"96babb33-1e00-5ac7-9efb-897140eabbfc","SH100027","H5JP-GM-0824","","SELF","MED-2024-03","Sutter Health Medicare Advantage Gold","MEDICARE_ADVANTAGE","MEDICARE","GRP10268","Central Valley Employers Group","2000-06-15","M","94132","06075","CA","2023-02-26","","PENDING","FALSE","FALSE","","3.6282","3.2925","VERY_HIGH","44","3.377","TRUE","0","1207939087","ELIGIBILITY_834","2026-09-15 00:00:00","","TRUE","2026-09-15 10:31:41","c755607c9c46828c4b0b8787dd84e1967aaf41a7bb1e95c08984d6dc88628a81"
"028edf0d-4be0-5233-96a9-1d346887b542","SH100028","J2X5-R0-9938","","DEPENDENT","MED-2024-05","Sutter Health Medicare Advantage Gold","MEDICARE_ADVANTAGE","MEDICARE","GRP10415","Central Valley Employers Group","1993-08-28","M","93701","06085","CA","2026-02-28","","ACTIVE","FALSE","FALSE","","0.3392","0.3384","LOW","7","0.3364","FALSE","1","1191462297","ELIGIBILITY_834","2026-08-27 00:00:00","","TRUE","2026-09-15 10:31:41","a912046b863c1d33fecd1336ec08a4dc7eb621e0758ce9a39e3f4d1d241a7503"
"8c1b8fc1-6c0d-525c-aef6-8aab7a8a6917","SH100029","","","SELF","PPO-2024-04","Sutter Health Ppo Gold","PPO","COMMERCIAL","GRP10147","Central Valley Employers Group","1978-10-24","M","94501","06001","CA","2024-10-29","","ACTIVE","FALSE","FALSE","","1.0409","1.0123","MODERATE","16","1.2253","FALSE","4","1854827139","ELIGIBILITY_834","2026-08-21 00:00:00","","TRUE","2026-09-15 10:31:41","f9473a80ed2e75086724017d9db04d1d6328063bb66f28b9127d24009fe18ce2"
"35449807-e0b2-57bb-9cf0-74a87e3fdea1","SH100030","","","SELF","HMO-2024-09","Sutter Health Hmo Gold","HMO","COMMERCIAL","GRP10352","Central Valley Employers Group","1968-05-16","F","95014","06085","CA","2023-12-31","","ACTIVE","FALSE","FALSE","","1.1769","1.2648","MODERATE","17","1.2336","FALSE","1","1851333320","ELIGIBILITY_834","2026-09-13 00:00:00","","TRUE","2026-09-15 10:31:41","b74ef6aaee6eb55855a973d862bc446c327a414ddb800ddd32d584582a5e8183"
"ae57649f-cbff-56bd-b4a1-f49ece015413","SH100031","","","SELF","HDH-2024-07","Sutter Health Hdhp Gold","HDHP","COMMERCIAL","GRP10387","UCSF Health Partners","1980-08-11","M","94132","06075","CA","2023-03-25","","ACTIVE","FALSE","FALSE","","2.3871","2.0439","HIGH","33","2.603","TRUE","2","1605196410","ELIGIBILITY_834","2026-08-31 00:00:00","","TRUE","2026-09-15 10:31:41","0aa958cb0930eac1dcb2824194ccc8bcf54ac08fa536dc151f03c5b30d64f142"
"37988aba-f23f-51ac-bdae-4e7b6644f2cc","SH100032","","","SELF","PPO-2024-09","Sutter Health Ppo Gold","PPO","COMMERCIAL","GRP10129","NorCal Tech Coalition","1986-08-03","F","94103","06075","CA","2023-11-29","","ACTIVE","FALSE","FALSE","","1.1594","1.3142","MODERATE","16","1.3304","FALSE","5","1224469868","ELIGIBILITY_834","2026-09-15 00:00:00","","TRUE","2026-09-15 10:31:41","36e8979a02c32bfaff4f4d0fc2ad80dc159500630fb3c36019e65474756b3a6e"
"4f1ff5ae-aab8-5865-bb66-75f46d064714","SH100033","","","SPOUSE","HDH-2024-02","Sutter Health Hdhp Gold","HDHP","COMMERCIAL","GRP10498","Bay Area Health Alliance","1975-11-14","F","95148","06085","CA","2023-09-29","","ACTIVE","FALSE","FALSE","","3.0443","3.0893","VERY_HIGH","34","2.9451","TRUE","0","1862123506","ELIGIBILITY_834","2026-08-20 00:00:00","","TRUE","2026-09-15 10:31:41","22294d9d17575b0866d6b1c2babf8306cb5ed8adc21ac50c4e6861123268e83c"
"86549c54-3861-5e74-a34c-e502a47d6f8d","SH100034","","","SELF","PPO-2024-07","Sutter Health Ppo Gold","PPO","COMMERCIAL","GRP10306","Kaiser Community Partners","1966-05-04","F","94121","06075","CA","2024-04-23","","ACTIVE","FALSE","FALSE","","3.9763","3.6706","VERY_HIGH","49","3.9841","FALSE","4","1901325519","ELIGIBILITY_834","2026-08-21 00:00:00","","TRUE","2026-09-15 10:31:41","4feefbd4ebc5de723d475ca0a5072cd0f60ee85d28c26e736c157cc55bc25355"
"9eff94c8-c786-5cf9-aa0d-783ea6c364c9","SH100035","","","SELF","HDH-2024-07","Sutter Health Hdhp Gold","HDHP","COMMERCIAL","GRP10477","NorCal Tech Coalition","1951-12-08","F","94578","06001","CA","2023-06-01","","ACTIVE","FALSE","FALSE","","3.3359","3.3202","VERY_HIGH","39","3.046","TRUE","5","1302563940","ELIGIBILITY_834","2026-08-23 00:00:00","","TRUE","2026-09-15 10:31:41","265374abef444b796393c155beaa3803999b66b311474c549cfc1fa1489d9883"
"06550c31-e278-56eb-9f91-c1ed16cc3d20","SH100036","","","SELF","HMO-2024-05","Sutter Health Hmo Gold","HMO","COMMERCIAL","GRP10369","UCSF Health Partners","1941-01-26","F","94118","06075","CA","2023-07-06","2023-08-20","TERMED","FALSE","FALSE","","5.494","4.8353","CATASTROPHIC","66","5.5026","FALSE","4","1540211187","ELIGIBILITY_834","2026-08-24 00:00:00","","TRUE","2026-09-15 10:31:41","aa7798c2c658a5dde47238311bb136185c1ebd9c4eb2671c588adfe39d1deead"
"122ffed5-5a54-52a0-8fdc-1f398015854d","SH100037","","","SELF","HDH-2024-02","Sutter Health Hdhp Gold","HDHP","COMMERCIAL","GRP10471","Central Valley Employers Group","1940-03-26","F","94115","06075","CA","2025-02-22","","ACTIVE","FALSE","FALSE","","3.3855","3.4272","VERY_HIGH","43","3.4976","TRUE","3","1344261532","ELIGIBILITY_834","2026-08-24 00:00:00","","TRUE","2026-09-15 10:31:41","bf792b4b881d4fefe6febda75bee344e7e287a5de6c8183f12ad06849c16965c"
"d394c510-e098-5fd4-af68-b10213bb431c","SH100038","","","SELF","PPO-2024-08","Sutter Health Ppo Gold","PPO","COMMERCIAL","GRP10349","Bay Area Health Alliance","1991-03-17","M","94115","06075","CA","2023-01-16","2024-11-10","TERMED","FALSE","FALSE","","1.5136","1.3683","MODERATE","14","1.6519","FALSE","4","1634366139","ELIGIBILITY_834","2026-09-01 00:00:00","","TRUE","2026-09-15 10:31:41","1dd382c085d97d6e8919ca02a0c56578410f3b8bec56699464c7686642137e0b"
"5f8aa8a6-7d84-5ab2-8726-db515c27da75","SH100039","","","SELF","HMO-2024-06","Sutter Health Hmo Gold","HMO","COMMERCIAL","GRP10154","Bay Area Health Alliance","1946-10-24","F","93720","06085","CA","2025-01-21","","ACTIVE","FALSE","FALSE","","8.4444","7.9356","CATASTROPHIC","99","9.0561","TRUE","4","1513061224","ELIGIBILITY_834","2026-08-24 00:00:00","","TRUE","2026-09-15 10:31:41","3dcc1acf77e27773af4661b80aec6b5606b78c3efe57657d47b11121ec411e62"
"7f485621-9b3f-583e-9d5c-7785149770d2","SH100040","H525-45-2104","","SELF","MED-2024-03","Sutter Health Medicare Advantage Gold","MEDICARE_ADVANTAGE","MEDICARE","GRP10180","Bay Area Health Alliance","1977-12-12","F","93727","06085","CA","2025-03-03","","ACTIVE","FALSE","FALSE","LIS1","8.0978","8.6934","CATASTROPHIC","94","9.4978","TRUE","3","1783563240","ELIGIBILITY_834","2026-09-05 00:00:00","","TRUE","2026-09-15 10:31:41","74ae6f1d152745bb60d77a9b52fef0f93786d50e68060f4400ab097a88bf8bb9"
"e3d8e3c2-6acb-5ed9-b456-17625463d458","SH100041","","CA7688606771","SELF","MED-2024-07","Sutter Health Medicaid Managed Gold","MEDICAID_MANAGED","MEDICAID","GRP10239","Palo Alto Medical Foundation","1944-04-01","F","95014","06085","CA","2024-07-24","","ACTIVE","FALSE","TRUE","","3.1084","3.4112","VERY_HIGH","38","3.2979","TRUE","3","1251136695","ELIGIBILITY_834","2026-09-01 00:00:00","","TRUE","2026-09-15 10:31:41","c5d225d89aae2eabd69e916ee5810d0951003d2f4c40ac11650c0caca3997dac"
"b3984c93-17ad-5e1d-9e95-77d2b7210dc7","SH100042","","","SELF","POS-2024-01","Sutter Health Pos Gold","POS","COMMERCIAL","GRP10421","Safeway Health Plan","1941-08-12","F","94131","06075","CA","2022-10-30","","ACTIVE","FALSE","FALSE","","2.7432","2.6017","HIGH","36","2.7194","TRUE","1","1852775879","ELIGIBILITY_834","2026-08-31 00:00:00","","TRUE","2026-09-15 10:31:41","4343d994f9de95267538ec58ab359b6827583b48dfd04aaf207f8b02d5899ff1"
"716cd179-095e-58f2-b9f5-595ebb002db0","SH100043","","CA2591414076","SELF","MED-2024-04","Sutter Health Medicaid Managed Gold","MEDICAID_MANAGED","MEDICAID","GRP10250","California State Employees","2005-01-31","M","95131","06085","CA","2022-10-15","","ACTIVE","FALSE","FALSE","","1.3862","1.4225","MODERATE","13","1.6033","FALSE","0","1400368694","ELIGIBILITY_834","2026-09-12 00:00:00","","TRUE","2026-09-15 10:31:41","0bf18f17029320d251346e3df7a3ba808f1845ce2e89876f1acfc727b9ae3005"
"000491fc-edaf-5cd3-8cc0-f5df1ce6d6ca","SH100044","X4YH-78-3529","","DEPENDENT","MED-2024-03","Sutter Health Medicare Advantage Gold","MEDICARE_ADVANTAGE","MEDICARE","GRP10064","Bay Area Health Alliance","1997-07-22","F","94103","06075","CA","2024-08-03","","ACTIVE","FALSE","FALSE","LIS2","0.4273","0.4452","LOW","1","0.4538","FALSE","0","1173669588","ELIGIBILITY_834","2026-08-21 00:00:00","","TRUE","2026-09-15 10:31:41","82170822fa6a346605889adccc387bd3b13574754f46181da327b0c4a6cc1cc5"
"857ef1c2-eee6-51c8-aa73-b48f53b8dc29","SH100045","","","SPOUSE","PPO-2024-08","Sutter Health Ppo Gold","PPO","COMMERCIAL","GRP10243","Safeway Health Plan","2005-03-21","F","94577","06001","CA","2025-10-28","","ACTIVE","FALSE","FALSE","","0.4045","0.3502","LOW","5","0.4252","FALSE","1","1935389432","ELIGIBILITY_834","2026-08-16 00:00:00","","TRUE","2026-09-15 10:31:41","e06f2ca6cd4b73705a2bf82bc160c8660ce8f7a6958ba626668134edc2364419"
"b79d858c-70a5-5b87-84a1-df8eb2d25043","SH100046","K93N-Q0-8478","","SELF","MED-2024-02","Sutter Health Medicare Advantage Gold","MEDICARE_ADVANTAGE","MEDICARE","GRP10075","Palo Alto Medical Foundation","1941-09-05","F","94115","06075","CA","2026-01-03","","ACTIVE","FALSE","FALSE","LIS2","0.9972","1.0607","MODERATE","13","1.0261","FALSE","2","1235497187","ELIGIBILITY_834","2026-08-18 00:00:00","","TRUE","2026-09-15 10:31:41","4ee6d1ffea392d0e6c5b4d897d23821d8c1116a9274d65d4fc47c5b7646df7b3"
"004d694e-d6e4-5d18-8272-ee17a402581b","SH100047","","","DEPENDENT","PPO-2024-09","Sutter Health Ppo Gold","PPO","COMMERCIAL","GRP10221","Palo Alto Medical Foundation","1986-08-08","M","94115","06075","CA","2025-12-13","2026-04-17","TERMED","FALSE","FALSE","","0.8722","0.9211","LOW","12","0.8007","FALSE","3","1899496315","ELIGIBILITY_834","2026-08-16 00:00:00","","TRUE","2026-09-15 10:31:41","e8e0fddd75dd67365e84ba47a17ec456527cdc124297c7bd19871fe286cfe619"
