"PROVIDER_NPI","GROUP_NPI","TIN","PROVIDER_LAST_NAME","PROVIDER_FIRST_NAME","PROVIDER_CREDENTIAL","SPECIALTY_CODE","SPECIALTY_DESC","TAXONOMY_CODE","PRIMARY_CARE_FLAG","NETWORK_STATUS","NETWORK_EFFECTIVE_DATE","NETWORK_TERM_DATE","ACCEPTING_NEW_PATIENTS","TELEHEALTH_ENABLED","QUALITY_TIER","PRACTICE_ADDRESS_LINE1","PRACTICE_CITY","PRACTICE_STATE","PRACTICE_ZIP","PRACTICE_COUNTY_CODE","PRACTICE_LATITUDE","PRACTICE_LONGITUDE","PRACTICE_PHONE","CREDENTIAL_STATUS","CREDENTIAL_EXPIRY_DATE","BOARD_CERTIFIED","MALPRACTICE_FLAG","CLAIM_VOLUME_30D","RISK_FLAG_VOLUME_30D","AVG_RISK_SCORE_PANEL","_SOURCE_SYSTEM","_LOADED_AT","_RECORD_HASH"
"1349223189","","322268903","Ramirez","John","NP","97","General Practice","374905803X","TRUE","IN_NETWORK","2023-03-21","","TRUE","TRUE","TIER_2","8108 Tanya Terrace","San Francisco","CA","93711","06085","37.5391602","-121.7424917","326-773-6026","ACTIVE","2027-01-20","TRUE","FALSE","54","14","1.976","CAQH_PROVIEW","2026-09-15 10:31:41","bc087e326d85b1cec0f86e8c6473a7be5b623b04fbaca67464ec984f31e1abc8"
"1490430996","2457831517","335549617","Smith","Peter","MD","11","Medical Oncology","299362146X","FALSE","IN_NETWORK","2023-05-29","","TRUE","FALSE","TIER_3","6872 Kenneth Centers Apt. 500","Oakland","CA","94132","06085","37.1355351","-121.6400816","978-820-8121","ACTIVE","2028-06-18","TRUE","FALSE","161","28","1.4849","CAQH_PROVIEW","2026-09-15 10:31:41","affcd29ac5867fa5dcc02d4f0ace0a0fc3850e0459368142a7ad6516f8ee08cc"
"1105343504","2608474130","871198563","Larson","Emma","PA","11","Medical Oncology","981482739X","FALSE","IN_NETWORK","2024-11-08","","TRUE","TRUE","TIER_2","1939 Christine Manor","Oakland","CA","95126","06085","37.0475172","-121.7496458","998-543-5346","ACTIVE","2028-06-03","TRUE","FALSE","50","39","1.5854","CAQH_PROVIEW","2026-09-15 10:31:41","668ea790e26626f854fd3d140bc4055ae8de9a49712d6b3f350e3ed6ce9463a2"
"1349165379","2623905790","618852428","Anderson","Debbie","DDS","66","Rheumatology","496996648X","FALSE","IN_NETWORK","2021-10-19","","TRUE","FALSE","TIER_2","1079 Charles Forest Suite 251","San Francisco","CA","95126","06085","37.6140741","-121.9372794","354-278-4980","ACTIVE","2027-12-02","TRUE","FALSE","163","26","1.4579","CAQH_PROVIEW","2026-09-15 10:31:41","aee5352aa51bc96a6f88d3afa1d58c21e0e6219ff6f095ce924642a0efb0879c"
"1212985973","","490763828","Contreras","Angela","PA","38","Psychiatry","522846709X","FALSE","IN_NETWORK","2023-10-12","","TRUE","FALSE","TIER_3","41182 Campbell Fords","Oakland","CA","94122","06085","37.0885436","-122.0584686","534-874-0164","ACTIVE","2027-10-29","TRUE","FALSE","58","35","1.8353","CAQH_PROVIEW","2026-09-15 10:31:41","75fc04f4e289c090894ce9bc5597e12fd6d3141bbe7175ab350d2077d2b0b3e5"
"1840237366","","616888067","Williams","Matthew","MD","78","Cardiovascular Disease","736074159X","FALSE","IN_NETWORK","2025-05-15","","TRUE","TRUE","TIER_2","427 Hoffman Creek","San Francisco","CA","94121","06085","37.0896361","-121.6225703","128-059-8262","ACTIVE","2027-06-27","FALSE","FALSE","45","29","2.4858","CAQH_PROVIEW","2026-09-15 10:31:41","044575bc31cbde6803ea336def4acbad1cdfb04f4097dbd6e5ccfe70e2473ac6"
"1849302294","","464517377","Williams","Michael","DO","78","Cardiovascular Disease","128061387X","FALSE","OUT_OF_NETWORK","2023-11-25","","FALSE","TRUE","TIER_2","3315 Dickson Summit","Sacramento","CA","95014","06085","37.2108243","-122.1714764","232-260-2563","ACTIVE","2028-08-20","TRUE","FALSE","42","18","1.8007","CAQH_PROVIEW","2026-09-15 10:31:41","eaac6135069018e2f6932c80c3423e5e09278bc5a00bd71e053040d2ddb28022"
"1733762907","2208991359","622679992","Adams","Kristin","PA","24","Family Practice","653265930X","TRUE","IN_NETWORK","2022-07-15","","TRUE","TRUE","TIER_2","0733 Bailey View","San Francisco","CA","95126","06085","37.6604441","-121.8261892","330-365-4145","ACTIVE","2027-01-21","FALSE","FALSE","67","1","1.6433","CAQH_PROVIEW","2026-09-15 10:31:41","8dc3dbe9466bf843b403620e2d612f0ea5800cb8fdfc724edffe2cd93a1f75f7"
"1323573721","2694735329","964051605","May","Ricardo","MD","86","Pulmonary Disease","250257242X","FALSE","IN_NETWORK","2024-01-18","","TRUE","TRUE","TIER_1","14294 Daniel Mews Suite 569","San Francisco","CA","94132","06085","37.3363055","-122.0763877","816-934-0608","ACTIVE","2027-01-20","TRUE","FALSE","38","7","2.7518","CAQH_PROVIEW","2026-09-15 10:31:41","d9c3302749c583a30b0fc90b2208a2e4b9d70e5ee19601b82f73d17d6e14cc08"
"1527598238","2517256515","954337212","Frost","Amanda","MD","24","Family Practice","906007114X","TRUE","IN_NETWORK","2023-12-10","","TRUE","FALSE","TIER_1","6159 Alvarado Crossing","Sacramento","CA","94121","06085","37.5486653","-121.508505","484-656-4823","ACTIVE","2027-07-26","TRUE","FALSE","32","29","0.819","CAQH_PROVIEW","2026-09-15 10:31:41","206fb41f6975c09bf89b16293ba99b71cb7ba6f4dbd43548e788030f2a3659df"
"1728224152","2854320679","611530564","Fisher","Shelby","NP","97","General Practice","708980151X","TRUE","IN_NETWORK","2023-08-20","","TRUE","TRUE","TIER_2","946 Kevin Fords","San Francisco","CA","94115","06085","37.7934759","-122.3901627","699-577-7387","ACTIVE","2028-08-25","TRUE","FALSE","110","35","1.0157","CAQH_PROVIEW","2026-09-15 10:31:41","a8e84fc206702bf45d4292287c9059fa5e4604ddfb5085975cb7384b1993ab0f"
"1452870829","2745997398","492174443","Leon","Susan","NP","24","Family Practice","136386265X","TRUE","IN_NETWORK","2021-12-11","","FALSE","TRUE","TIER_1","148 Davis Terrace","San Jose","CA","94102","06085","36.9135886","-121.7239293","343-320-0379","ACTIVE","2028-05-21","FALSE","FALSE","74","17","0.9955","CAQH_PROVIEW","2026-09-15 10:31:41","1496af2c33a1d63a3508f38318e8bb7124d99907d1e568b17b175d9d301028f3"
"1814987021","","484866066","Atkinson","Charles","MD","78","Cardiovascular Disease","166653961X","FALSE","PREFERRED","2025-10-25","","FALSE","TRUE","TIER_2","936 Ross Drive Apt. 163","San Jose","CA","95014","06085","36.8455905","-121.9366482","287-083-1727","ACTIVE","2027-01-25","TRUE","FALSE","14","4","2.7861","CAQH_PROVIEW","2026-09-15 10:31:41","c148e87429589a69c2108786b63c3c8ccb4b3360fa34555836498f143c35c8e8"
"1684549220","2273462556","241502816","Contreras","Vanessa","MD","08","Geriatrics","703250965X","FALSE","IN_NETWORK","2023-11-16","","FALSE","FALSE","TIER_1","9868 Merritt Summit Suite 743","Fresno","CA","94115","06085","37.5716591","-122.4524394","487-347-1434","ACTIVE","2028-08-18","TRUE","FALSE","239","34","2.7983","CAQH_PROVIEW","2026-09-15 10:31:41","0ad16ac89106bdc694b6830f745b2b943622ebbe0167bc1f107d0aebd6b583d2"
"1903147848","2380389567","367435365","Rogers","Patricia","DDS","08","Geriatrics","324980984X","FALSE","PREFERRED","2024-06-04","","TRUE","TRUE","TIER_2","23623 Robert Isle","Fresno","CA","94577","06085","37.6953187","-121.565465","876-036-6909","PENDING","2027-07-06","TRUE","FALSE","149","6","1.617","CAQH_PROVIEW","2026-09-15 10:31:41","45a8c90f78ebd6319ff3a5264a526a0f96581ab5bfb9b8ddd8b935eb3bf61bf7"
"1735309728","","304970141","James","Adam","DO","08","Geriatrics","432255521X","FALSE","IN_NETWORK","2026-02-14","","FALSE","TRUE","TIER_2","6688 Tracy Groves Suite 706","Fresno","CA","94501","06085","36.9160061","-121.6230949","562-729-8069","ACTIVE","2027-01-11","TRUE","FALSE","176","0","0.8716","CAQH_PROVIEW","2026-09-15 10:31:41","9e6dfb8b20c8d73f9e267ee0c5e91175bfe80d4d9e8689591001650db46b1eb4"
"1659155913","","280619668","Elliott","Anthony","NP","90","Nephrology","752375453X","FALSE","PREFERRED","2025-01-07","","FALSE","TRUE","TIER_1","72046 Lewis Islands Suite 646","Sacramento","CA","95014","06085","37.1171138","-121.5913611","417-080-5310","ACTIVE","2028-07-23","TRUE","FALSE","99","31","1.3753","CAQH_PROVIEW","2026-09-15 10:31:41","d9f263f8a10ba3e25f54ae6831d2deaa448499d9b2f27aca05b3210cfff269ed"
"1560316655","","331119155","Webster","Stefanie","NP","24","Family Practice","407377982X","TRUE","IN_NETWORK","2025-04-07","","TRUE","TRUE","TIER_1","92327 Anne Forge","Oakland","CA","95014","06085","37.4146662","-122.3888012","745-299-1241","ACTIVE","2028-03-09","TRUE","FALSE","77","3","0.6751","CAQH_PROVIEW","2026-09-15 10:31:41","0b3846e83c0114df29caf13cdcfe0501bcaf1a7d7e7fef08b593c08821950bba"
"1354979960","2469790227","561996126","Lane","Sarah","MD","08","Geriatrics","447006489X","FALSE","OUT_OF_NETWORK","2025-03-25","","FALSE","TRUE","TIER_1","3193 Heidi Hollow Apt. 905","Oakland","CA","94122","06085","37.1885361","-122.09348","865-185-0671","ACTIVE","2028-08-22","TRUE","FALSE","233","4","0.5046","CAQH_PROVIEW","2026-09-15 10:31:41","ed128b234b303c8beda6bfed848f842c6d11761737a79d604c3037c21ef37105"
"1779674908","","585353099","Hamilton","Michael","MD","66","Rheumatology","749086625X","FALSE","IN_NETWORK","2024-08-18","","TRUE","FALSE","TIER_2","262 Gilbert Plain Suite 769","Sacramento","CA","93720","06085","37.4135817","-121.9794036","453-147-3799","ACTIVE","2028-06-17","TRUE","FALSE","61","3","0.5704","CAQH_PROVIEW","2026-09-15 10:31:41","797936277edda0189e2b6b568a7e21610b7d47cfa715cb043b3aafdbbfce3d00"
"1213781087","","397816975","Barnett","Matthew","MD","97","General Practice","877830352X","TRUE","OUT_OF_NETWORK","2025-09-24","","TRUE","TRUE","TIER_2","2735 Peterson Ranch Suite 808","San Jose","CA","95126","06085","37.1640617","-121.9951342","313-678-3777","SUSPENDED","2027-05-16","TRUE","FALSE","199","23","1.4317","CAQH_PROVIEW","2026-09-15 10:31:41","5a69580d55e8da78f705a02aed58a2cf0eb237967a0a4b962790d4ccb2832f00"
"1127799533","","605952856","Mcguire","Christopher","MD","38","Psychiatry","552023094X","FALSE","IN_NETWORK","2025-03-16","","TRUE","FALSE","TIER_1","3495 Tran Key","Sacramento","CA","94132","06085","36.9112316","-122.2775177","685-574-4431","ACTIVE","2028-08-14","TRUE","FALSE","118","6","2.517","CAQH_PROVIEW","2026-09-15 10:31:41","dd109532ffa295a4230f02c115e4193e332931a6691b4a080e61897df5208e90"
"1103683345","2280926067","406345233","Griffith","Leslie","MD","78","Cardiovascular Disease","219529669X","FALSE","IN_NETWORK","2025-07-13","","TRUE","FALSE","TIER_2","37498 Hooper Village","San Jose","CA","94501","06085","36.9355756","-122.3592814","343-524-0824","ACTIVE","2027-01-25","FALSE","FALSE","40","14","0.8285","CAQH_PROVIEW","2026-09-15 10:31:41","8c5ce63d77ab6a3c10eea1960a1f45022268f5408b9cca13a2cdeb515014a4ce"
"1259003151","2419073389","234305816","Williams","Brian","MD","11","Medical Oncology","199073557X","FALSE","IN_NETWORK","2025-12-30","","TRUE","TRUE","TIER_1","271 Audrey Mountains Suite 752","Fresno","CA","94577","06085","36.9926048","-121.5000763","047-116-7190","ACTIVE","2027-03-23","TRUE","FALSE","159","7","1.0248","CAQH_PROVIEW","2026-09-15 10:31:41","23b94ffcc161155399648736beca169ee1bb05469a5305286648e134b1299ab9"
"1939403372","2256357107","376879621","Hernandez","Lisa","NP","08","Geriatrics","669740950X","FALSE","PREFERRED","2022-11-23","","TRUE","FALSE","TIER_3","31869 Kimberly Light Suite 749","Fresno","CA","94123","06085","37.1186844","-121.7202313","649-909-1334","ACTIVE","2027-09-01","TRUE","TRUE","79","7","1.971","CAQH_PROVIEW","2026-09-15 10:31:41","ac4fbbc907de4b3cd128285ffbdda066a149e0bda0f75d67dc7afebab69688ff"
"1813936096","2422232001","309872416","Guerrero","Eric","DO","66","Rheumatology","864820968X","FALSE","OUT_OF_NETWORK","2024-05-14","","TRUE","TRUE","TIER_2","120 Hayes Ranch","Oakland","CA","94121","06085","37.7266342","-122.4828064","740-344-7134","ACTIVE","2026-11-13","TRUE","FALSE","228","8","2.3093","CAQH_PROVIEW","2026-09-15 10:31:41","f56ba51f72603f769070a1c64af5615bed032f23b5563ec6761e78b2e9d6d343"
"1648186646","2823846592","796426568","French","Colleen","PA","08","Geriatrics","339737188X","FALSE","OUT_OF_NETWORK","2026-02-01","","TRUE","FALSE","TIER_1","1832 Serrano Cliffs","Fresno","CA","94121","06085","37.3506027","-122.3247138","024-994-7174","ACTIVE","2028-07-19","TRUE","FALSE","238","35","1.9777","CAQH_PROVIEW","2026-09-15 10:31:41","a4c4051dde68a2056dd27e05460f1795999e204b49a0fa1bc8c940d0dfe94b5c"
"1126776418","2357215696","973627324","Lyons","Sherri","MD","24","Family Practice","718162780X","TRUE","IN_NETWORK","2026-02-19","","TRUE","TRUE","TIER_2","1906 Munoz Burg Apt. 399","Oakland","CA","94609","06085","37.5253853","-121.7812754","049-027-8742","ACTIVE","2028-08-21","TRUE","FALSE","250","22","2.6044","CAQH_PROVIEW","2026-09-15 10:31:41","34043475ab8ec1bc0da7fc6fd3c00c2d04b669fb5ce46547abbcfbdd0e2d5d21"
"1942079705","","808208946","Shea","Ryan","DO","66","Rheumatology","840313260X","FALSE","IN_NETWORK","2024-07-17","","TRUE","TRUE","TIER_2","75655 Mia Isle Suite 746","Sacramento","CA","93722","06085","36.8006627","-122.0808981","807-154-5168","ACTIVE","2028-05-26","FALSE","FALSE","210","34","1.487","CAQH_PROVIEW","2026-09-15 10:31:41","7627e80e4edc779db49ad12b341ec7cf5aaafa2b0a20e229808e7c00dc9c6ee9"
"1505082191","2254513193","676912483","Bryan","Aaron","MD","08","Geriatrics","339090854X","FALSE","PREFERRED","2023-11-14","","TRUE","TRUE","TIER_2","0385 Garrett Trace Apt. 348","Sacramento","CA","95126","06085","37.2440522","-122.4567687","247-710-9324","ACTIVE","2027-07-21","TRUE","FALSE","235","35","0.6347","CAQH_PROVIEW","2026-09-15 10:31:41","7daaf17dec270f8eb001f32c25734657eba85adf0ab8db4950dd0b3e16cafc87"
"1484092859","2593740829","735686727","Pierce","Andrea","PA","24","Family Practice","293649379X","TRUE","IN_NETWORK","2024-05-27","","FALSE","FALSE","TIER_2","17127 Hicks Groves","Sacramento","CA","93701","06085","37.4128696","-122.1022303","677-378-2639","ACTIVE","2027-03-28","TRUE","FALSE","77","11","1.0529","CAQH_PROVIEW","2026-09-15 10:31:41","fd9e9049a97e744d0b4c3c891ea21fb5126188c852a5933304936a4ea99b66b2"
"1251224299","2527693141","844623687","Romero","Natasha","MD","38","Psychiatry","673997880X","FALSE","IN_NETWORK","2024-04-26","","TRUE","TRUE","TIER_2","6584 Justin Hills","Sacramento","CA","95014","06085","36.9106109","-122.169006","997-278-7558","ACTIVE","2027-02-21","TRUE","FALSE","242","1","1.3836","CAQH_PROVIEW","2026-09-15 10:31:41","21c56594e9af0bc1e0d644fb0fcc3c654e90babc66e60d2cc14a36f7bbade5bf"
"1995604142","2462857214","925480666","Hines","Nicholas","DO","86","Pulmonary Disease","485297578X","FALSE","IN_NETWORK","2025-03-13","","FALSE","FALSE","TIER_2","39636 Louis Mountains Suite 627","Oakland","CA","93727","06085","37.0128949","-121.842841","028-951-7187","ACTIVE","2027-06-16","TRUE","FALSE","168","34","2.6197","CAQH_PROVIEW","2026-09-15 10:31:41","7e5b5eae5d25ea71c953c3a19f76959d0e495cc93c5c0a9fb83f34fb852d4bfe"
"1249571689","2575261602","369577801","Smith","Douglas","MD","90","Nephrology","417280810X","FALSE","IN_NETWORK","2025-05-02","","TRUE","FALSE","TIER_1","74596 Melissa Walk","San Francisco","CA","94122","06085","37.704821","-121.8098414","865-780-9134","ACTIVE","2027-11-20","TRUE","FALSE","82","5","1.4367","CAQH_PROVIEW","2026-09-15 10:31:41","eee81ba46ea2e567410e4c9fa9e403ac87e67c82bca3bbfe35690f728d152e54"
"1681510765","2337609168","335508256","Bright","Julie","NP","11","Medical Oncology","906943035X","FALSE","OUT_OF_NETWORK","2026-01-11","","FALSE","TRUE","TIER_2","17240 Mark Centers Suite 556","San Jose","CA","94123","06085","37.2748391","-121.5094822","238-692-2219","ACTIVE","2028-06-24","TRUE","FALSE","155","10","1.6503","CAQH_PROVIEW","2026-09-15 10:31:41","1a7d5459e5d033e91e8e02b948ec6b74d6ed383ca792153bc22d60d05ad255f5"
"1424345573","2327253619","601227042","Pitts","Christine","DO","90","Nephrology","625498942X","FALSE","PREFERRED","2022-10-29","","TRUE","FALSE","TIER_3","9237 Stevens Shores","San Francisco","CA","94603","06085","36.8487489","-121.9235458","074-821-7594","ACTIVE","2028-09-01","TRUE","FALSE","19","1","0.9228","CAQH_PROVIEW","2026-09-15 10:31:41","9314e29d44a9fb5098da051b6da8d662c287448f2c5e84924af70f0ef3fbe447"
"1724667819","","579994398","Fowler","Roger","DDS","66","Rheumatology","431898275X","FALSE","IN_NETWORK","2026-03-14","","TRUE","TRUE","TIER_2","4367 John Ports Suite 944","Sacramento","CA","94132","06085","37.5000139","-122.4360097","064-090-9743","ACTIVE","2028-09-07","TRUE","FALSE","212","9","1.0219","CAQH_PROVIEW","2026-09-15 10:31:41","58e43482818b07d7939ee162a4af68f168176b4c6b29caeb39faf60da4e744bb"
"1406719360","","505870200","Lawson","Michael","MD","66","Rheumatology","410982800X","FALSE","PREFERRED","2023-09-28","","TRUE","FALSE","TIER_3","421 Kyle Mill","Fresno","CA","95148","06085","37.2654732","-121.7181601","095-214-5623","EXPIRED","2028-07-18","TRUE","FALSE","8","7","1.9144","CAQH_PROVIEW","2026-09-15 10:31:41","f7f5dc9ff5cf0d766bff391f79d6c5ac496dff8ada0b2ced319e524cf73e9f5b"
"1912754910","2470012350","389832340","Anderson","Amber","DO","66","Rheumatology","795894883X","FALSE","IN_NETWORK","2021-12-15","","TRUE","TRUE","TIER_2","842 Sloan Orchard Suite 517","Sacramento","CA","95131","06085","37.7691965","-121.7885016","123-685-1604","ACTIVE","2028-03-08","FALSE","FALSE","45","35","0.699","CAQH_PROVIEW","2026-09-15 10:31:41","b770dcf048dc28e10e74d358436c6b6feee1e21d5c7e4a22c1a7664eb7d05260"
"1851934101","2772230652","787438209","Herrera","Shawn","DO","66","Rheumatology","574378104X","FALSE","IN_NETWORK","2026-01-29","","TRUE","FALSE","TIER_1","651 Thomas River Suite 931","Fresno","CA","94121","06085","37.0459065","-121.8248276","746-120-0471","ACTIVE","2027-03-23","TRUE","FALSE","57","21","1.066","CAQH_PROVIEW","2026-09-15 10:31:41","740b36d5291a970ef6baa4e17afb3bfa1fc21a2e73ec917ac0cf3a02b0920009"
"1262316070","2544620463","436942857","Davis","Paige","PA","24","Family Practice","189966735X","TRUE","IN_NETWORK","2025-09-30","","TRUE","TRUE","TIER_1","7586 Nicole Shoal","Oakland","CA","93701","06085","37.3168167","-122.2155161","179-640-5377","ACTIVE","2027-11-06","TRUE","FALSE","54","1","0.5921","CAQH_PROVIEW","2026-09-15 10:31:41","b2a79b7f7a733667461e7b27b6283f22656d92a0949abbeab7d8e9862cd95cf8"
"1901502803","2569605022","569989543","Sampson","Melissa","DO","24","Family Practice","772558716X","TRUE","IN_NETWORK","2023-05-26","","FALSE","TRUE","TIER_2","585 Raymond Field","San Jose","CA","94131","06085","37.503039","-122.4268504","171-390-0532","ACTIVE","2027-03-16","FALSE","FALSE","37","30","2.2364","CAQH_PROVIEW","2026-09-15 10:31:41","0b4a2d4ab23f3a2536e8e1e91224f74617dd0b0209e3f3f16b36aa959a6b6d49"
"1674851985","2662418344","349745158","Buchanan","Jamie","MD","38","Psychiatry","205615216X","FALSE","IN_NETWORK","2021-11-05","","TRUE","FALSE","TIER_2","335 Kristina Ranch","Fresno","CA","94115","06085","37.6823847","-122.1591728","042-284-2102","ACTIVE","2028-05-20","TRUE","FALSE","210","22","0.8764","CAQH_PROVIEW","2026-09-15 10:31:41","66c5f15fe13421cdce616fa6afb2e68c91c7deca210ec636f0dd351c83a323fc"
"1559529593","","539219391","Smith","Kristy","PA","78","Cardiovascular Disease","336875344X","FALSE","IN_NETWORK","2024-10-26","","TRUE","FALSE","TIER_2","502 Williams Streets","Fresno","CA","94115","06085","37.6054821","-122.0121482","681-177-5891","ACTIVE","2027-10-27","FALSE","FALSE","85","24","1.9113","CAQH_PROVIEW","2026-09-15 10:31:41","0a2e1f27736003bd78ab50b48e4224f9e73abce8ca0e1e4aefb7c08309d695d1"
"1541020874","2536793882","871597906","Hayes","Jeffrey","MD","38","Psychiatry","106242265X","FALSE","IN_NETWORK","2023-11-24","","TRUE","FALSE","TIER_2","847 Bruce Neck","Fresno","CA","95014","06085","37.5081578","-121.669539","661-771-1592","ACTIVE","2028-05-28","TRUE","FALSE","88","24","1.7278","CAQH_PROVIEW","2026-09-15 10:31:41","b0ac7ae9c7063d8f22f6282a861ce264d93d82f1ad59b4785a1dd1352a72d00f"
"1458418069","2443142852","953931434","Jones","Joshua","MD","08","Geriatrics","573358718X","FALSE","IN_NETWORK","2022-12-09","","FALSE","TRUE","TIER_2","9847 Garcia Squares Apt. 836","Oakland","CA","93720","06085","37.29219","-121.902723","736-576-6156","ACTIVE","2027-12-16","FALSE","FALSE","226","8","0.6678","CAQH_PROVIEW","2026-09-15 10:31:41","94f4f7c77cd23f18a1459929b3937df30898f35e0216e2db65a7fc17f77b2c63"
"1717968512","","940423738","Edwards","Jonathan","PA","08","Geriatrics","850797601X","FALSE","IN_NETWORK","2022-06-20","","TRUE","TRUE","TIER_3","711 Christopher Court","Oakland","CA","95014","06085","37.6929796","-122.0385309","528-098-8516","ACTIVE","2027-05-03","FALSE","FALSE","131","36","1.5664","CAQH_PROVIEW","2026-09-15 10:31:41","9e1e5d2c1a1b5e44ca5c1051656938e901befd7bc272bac193c6089bdfa765b5"
