CUSTOMER_ID,COMPANY_NAME,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,EMAIL,PHONE,ADDRESS,CITY,STATE,ZIP_CODE,LATITUDE,LONGITUDE,CUSTOMER_TYPE,CREDIT_RATING,ACCOUNT_STATUS,CREDIT_LIMIT,YTD_REVENUE,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
CU-020010,"Hardy, Lane and Rogers",Jesse,Thomas,davidjones@hampton.biz,949-874-7000x268,8676 Armstrong Ramp Suite 416,Minneapolis,MN,26886,44.899041,-93.277747,MINING,C,ACTIVE,99899.12,460088.94,UR_CUSTOMERS,f58e68b92ef303ec7191299e0d1456d7424399e125c62322a26c2074484a570d,2026-03-20T07:54:07.140539,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.140540,9999-12-31T00:00:00
CU-020011,Zamora-Simmons,Vicki,Scott,antonio63@edwards-walker.com,9963496927,952 Walker Ford,Miami,FL,06995,25.701781,-80.113033,RESIDENTIAL,A,ACTIVE,407311.48,338435.92,UR_CUSTOMERS,c7c6e22132121aeee13e3a4d370b3fb64e59f98c7135f619f7faf36c107040f3,2026-03-20T07:54:07.140761,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.140762,9999-12-31T00:00:00
CU-020012,"Watson, Owens and Smith",Micheal,Rodriguez,stevencraig@evans-archer.com,+1-848-598-9596x546,4434 Floyd Turnpike Suite 916,Hartford,CT,75131,41.772209,-72.700432,RESIDENTIAL,C,ACTIVE,22383.87,104824.21,UR_CUSTOMERS,c4d873f8fc6bf0dcac2dfe70c34cec38e54d36764584a383bfaa6280fccae4b9,2026-03-20T07:54:07.141037,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.141038,9999-12-31T00:00:00
CU-020013,"Chapman, Mullins and Sanchez",Janice,Hodge,beth43@ibarra.net,001-682-323-0958x62973,10972 Hayley Crescent,Indianapolis,IN,63250,39.83738,-86.212071,RESIDENTIAL,B,SUSPENDED,96712.43,274749.39,UR_CUSTOMERS,b9d6119ec869a741b2ccdb2613f8e63759e5e721e3333e4753404e5718c9c10c,2026-03-20T07:54:07.141308,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.141308,9999-12-31T00:00:00
CU-020014,Gill Petroleum,Timothy,Turner,james65@kennedy-richards.com,8303044964,939 Mackenzie Divide,Salt Lake City,UT,97139,40.737443,-111.874513,OIL_AND_GAS,C,ACTIVE,36110.9,430188.69,UR_CUSTOMERS,b7dbc31341acc70ccd618e91134068a394389fecce65ca861d9affa6e38f95d0,2026-03-20T07:54:07.141501,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.141502,9999-12-31T00:00:00
CU-020015,Baxter Construction,Daniel,Maxwell,jessicamurray@lin-rice.org,(335)695-7086x1993,434 Sanders Forges Apt. 138,St. Louis,MO,72686,38.597563,-90.265375,CONSTRUCTION,A,ACTIVE,108769.62,202582.47,UR_CUSTOMERS,0d11c95c5723e02393fab08b0248cd8dfade82730be89941f6ed5ca2e995fdb9,2026-03-20T07:54:07.141722,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.141722,9999-12-31T00:00:00
CU-020016,Watson Energy,Nicole,Phillips,jamesrussell@yang.com,842.846.3104x379,85294 Mullins Causeway,Houston,TX,20553,29.762562,-95.357214,OIL_AND_GAS,B,ACTIVE,146198.1,109515.53,UR_CUSTOMERS,6e19ee5f535e9820174bcf9746aca724ba9e19507ee17ce858391093fdd56f4c,2026-03-20T07:54:07.141970,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.141971,9999-12-31T00:00:00
CU-020017,"Davis, Bates and Freeman",Pamela,Brown,jacob04@skinner.com,885.802.2894,75233 Abigail Drives Apt. 020,Denver,CO,18122,39.743446,-104.988479,INDUSTRIAL,B,ACTIVE,192034.85,414136.44,UR_CUSTOMERS,bfd3483e9beead223869fc7374a46832c900876b443159ea1f55ae34f3fe1f42,2026-03-20T07:54:07.142207,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.142208,9999-12-31T00:00:00
CU-020018,Rivera Construction,Ashley,Rodriguez,nataliehall@gonzalez.info,711.767.5076x279,024 Clark Common,Pittsburgh,PA,23181,40.447463,-80.013423,INFRASTRUCTURE,A,SUSPENDED,427267.17,84550.32,UR_CUSTOMERS,d2cc7efd6b2252fa6883a4874741c1d45ba2b4cb762cb2a4138b714b8d61aa03,2026-03-20T07:54:07.142417,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.142418,9999-12-31T00:00:00
CU-020019,Kent Engineering,Jessica,Hawkins,lisa23@robinson.com,9284471901,240 Brown Via,Portland,OR,95162,45.450494,-122.660571,INFRASTRUCTURE,C,ACTIVE,92077.13,444852.15,UR_CUSTOMERS,72bb1291bd2485055a2956a1b89e45567a2dbcee8f5b429c2977e0b2b5f14ff2,2026-03-20T07:54:07.142585,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.142585,9999-12-31T00:00:00
CU-020020,Hendricks-Green,Nicole,Ford,deckerthomas@vazquez.com,+1-992-440-6583x872,122 George Unions Suite 668,Sacramento,CA,37430,38.578756,-121.556738,INDUSTRIAL,C,ACTIVE,91419.71,186090.8,UR_CUSTOMERS,04bb1eb85d7769483997a9d3b19eff5f60d1e2187c237c1c3a4a48b80e0f14a7,2026-03-20T07:54:07.142858,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.142859,9999-12-31T00:00:00
CU-020021,"Scott, Hunter and Stevenson",Stacey,Washington,shannonhammond@bauer.com,710-818-7803,170 Carter Camp,Detroit,MI,82981,42.405997,-82.997294,EVENTS,B,ACTIVE,60341.51,124444.09,UR_CUSTOMERS,adefec307c5c5f68b91705bcff72e1e90a963c30cd98b378ac34f82dfa808f87,2026-03-20T07:54:07.143124,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.143124,9999-12-31T00:00:00
CU-020022,George LLC,Dale,Bonilla,heather29@moss-merritt.com,412.222.7643x3872,2216 Nicholas Islands Suite 963,Richmond,VA,26099,37.522879,-77.413706,RESIDENTIAL,D,ACTIVE,10698.14,102376.61,UR_CUSTOMERS,ab6adac508d65a62469f3fea43708117839af3878272c2a6ad0ad46418413975,2026-03-20T07:54:07.143331,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.143332,9999-12-31T00:00:00
CU-020023,El Paso City of,Jody,Smith,jamesroberts@ramos-stein.com,288-778-9950x4702,519 Lopez Springs Suite 749,El Paso,TX,92512,31.729012,-106.542327,GOVERNMENT,A,INACTIVE,286269.02,374849.34,UR_CUSTOMERS,e9ca253a69602b8190cb1dd50ef42001f8e64f5184cf0ec513164e1f53180250,2026-03-20T07:54:07.143533,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.143534,9999-12-31T00:00:00
CU-020024,OH Water Co,Rebecca,Sanders,ernestrich@stewart.info,352.425.9206x1658,59229 Wilson Islands,Columbus,OH,54307,40.036062,-83.068476,UTILITY,B,ACTIVE,190019.89,202479.69,UR_CUSTOMERS,734387fced6b0e2285849f2443a986d88c017e4862461ce220fd71e9b20a3481,2026-03-20T07:54:07.143768,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.143769,9999-12-31T00:00:00
CU-020025,Robinson Energy,Edward,Stewart,phall@barnett-burnett.biz,(694)220-6615,33138 Bradley Ports Apt. 211,Hartford,CT,23671,41.747062,-72.645918,OIL_AND_GAS,B,ACTIVE,126708.73,425415.41,UR_CUSTOMERS,759d141af1f0f90aa240bf0ff48e978e8657587837e6ff01d91f8867f8fcd01c,2026-03-20T07:54:07.143987,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.143988,9999-12-31T00:00:00
CU-020026,Jefferson Construction,Clinton,Poole,watsonkenneth@buck.com,(286)887-6401x91854,2006 Ashley Parkway Suite 787,Austin,TX,32554,30.274381,-97.714931,CONSTRUCTION,B,ACTIVE,177984.68,433622.6,UR_CUSTOMERS,4bf6005ad91cca27f8256d2e9071bc862c6918a2001db179d2fcf0bb174420f3,2026-03-20T07:54:07.144270,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.144271,9999-12-31T00:00:00
CU-020027,Meyer-Parsons,Susan,Little,sonya64@wilson.com,+1-221-692-6221x32041,483 Juan Oval,Indianapolis,IN,67489,39.760796,-86.090748,MINING,A,ACTIVE,159773.12,301289.18,UR_CUSTOMERS,7b1116f71b2d02edb13aa36ae63fed7eb909f71283169d5378d46b197e6ea03c,2026-03-20T07:54:07.144566,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.144567,9999-12-31T00:00:00
CU-020028,"Barton, Graves and Rodriguez",Thomas,Gilbert,marciasullivan@wheeler.net,828-831-8003,20005 Julie Plains Suite 386,Charlotte,NC,25214,35.164992,-80.829114,MINING,A,ACTIVE,349979.19,434845.84,UR_CUSTOMERS,01a558fe1c1fea0cd41c10da7419ce62d6c0858c68f6238805c77b3589b0479d,2026-03-20T07:54:07.144887,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.144887,9999-12-31T00:00:00
CU-020029,Salas Drilling,Adam,Welch,lisa43@nolan.com,+1-926-892-9900,76332 Nicole Parkway Suite 337,Minneapolis,MN,53914,45.02665,-93.328089,OIL_AND_GAS,C,ACTIVE,43469.53,198823.72,UR_CUSTOMERS,6e2a581d1971f554469b46b94578f9241d0f19528746145b120fee993b58c453,2026-03-20T07:54:07.145124,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.145124,9999-12-31T00:00:00
CU-020030,"Miller, Rogers and Wilson",Crystal,Daniels,dthompson@wright.com,001-510-713-2823x39218,9187 Erickson Track,Las Vegas,NV,97007,36.121153,-115.131323,EVENTS,B,ACTIVE,174021.88,422072.8,UR_CUSTOMERS,0e3b6b5890d3c88650afdccbccadf85a82f0419f1a0f033cddfd573422b1390c,2026-03-20T07:54:07.145371,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.145371,9999-12-31T00:00:00
CU-020031,Everett Development,Andrew,Cisneros,gsnyder@williams.org,(408)981-4319,1781 Booker Manor Apt. 845,Las Vegas,NV,87105,36.133681,-115.087754,CONSTRUCTION,C,ACTIVE,90175.02,180074.52,UR_CUSTOMERS,d4d7a1688343d3ad133b96392a39247c6c4ac73a60e1a8c4d6ca6de057a817ea,2026-03-20T07:54:07.145609,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.145610,9999-12-31T00:00:00
CU-020032,Thompson-Lowe,Vicki,Short,jacquelinebennett@ashley.com,+1-459-712-5734x989,94607 Tanner Prairie Apt. 747,Cincinnati,OH,19207,39.16145,-84.537228,MINING,A,ACTIVE,280795.35,469950.22,UR_CUSTOMERS,a014d2a0b636e09b30dc79b820131ce476789bc2e04c042489e3bc308a0bdba8,2026-03-20T07:54:07.145908,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.145909,9999-12-31T00:00:00
CU-020033,Hubbard Engineering,Robert,Garza,bryan79@sanders.org,547.648.5994x641,7347 Clark Street,Los Angeles,CA,76722,34.120965,-118.310282,INFRASTRUCTURE,A,ACTIVE,150047.0,395919.57,UR_CUSTOMERS,292d7b7a4cc3ab0fec519e3322b91d068768938ee1ea5d5a0a817ec94ac1ee1c,2026-03-20T07:54:07.146150,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.146151,9999-12-31T00:00:00
CU-020034,Herrera Development,Amanda,Osborn,kimberly80@roberts-smith.org,(886)405-2102,66489 Andrew Plains Apt. 484,Richmond,VA,47499,37.525133,-77.420827,INFRASTRUCTURE,C,ACTIVE,74009.41,389506.56,UR_CUSTOMERS,53a2c5eddfcc31e1d75c40ee503ed15c07d89fb7b3e0372eae898aae691c4f83,2026-03-20T07:54:07.146363,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.146364,9999-12-31T00:00:00
CU-020035,"Garcia, Walker and Hawkins",Amber,Peters,riverakevin@arnold.com,001-518-256-3027x5000,661 Newman Brook Suite 641,Indianapolis,IN,73633,39.811794,-86.145646,MINING,A,ACTIVE,285530.64,348702.83,UR_CUSTOMERS,4a8c69318dc846d786cbccd04305b85ee2c415dc7490e30503e23aba046935a2,2026-03-20T07:54:07.146734,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.146735,9999-12-31T00:00:00
CU-020036,Green Drilling,Annette,Petersen,ryan90@juarez.com,672.660.0136x51034,99067 Ortega Manors Suite 524,Dallas,TX,05562,32.776623,-96.791685,OIL_AND_GAS,D,ACTIVE,18484.83,243763.36,UR_CUSTOMERS,f326c66c9beb409df4d1d729eed2d8c3e24d154d3384e0e801b8f1abb8c1d238,2026-03-20T07:54:07.146992,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.146992,9999-12-31T00:00:00
CU-020037,Richmond County,Nicholas,Cobb,darrylkent@harper.biz,001-922-621-9053x34704,4845 Harper Rapid Suite 521,Richmond,VA,30878,37.477935,-77.414623,GOVERNMENT,B,INACTIVE,142645.06,387247.16,UR_CUSTOMERS,0ecf6d25e9fa5d9651b4bf860c792f68364f65b8700ade080bae94af275afffa,2026-03-20T07:54:07.147244,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.147245,9999-12-31T00:00:00
CU-020038,"Perez, Smith and Rivas",Tara,Roberts,jeffery29@smith.biz,(421)817-3277,839 Peters Station Suite 852,Cincinnati,OH,24217,39.100771,-84.524932,INDUSTRIAL,A,ACTIVE,420266.82,411414.84,UR_CUSTOMERS,92629d7039afe5c903031a7da097e580835610d970f7d4738dc91b1e44583797,2026-03-20T07:54:07.147524,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.147525,9999-12-31T00:00:00
CU-020039,Silva Energy,Kevin,Maldonado,donald51@wilson-shaw.info,(391)671-0508x054,4473 Fowler Knolls Apt. 478,Pittsburgh,PA,96419,40.366174,-80.059692,OIL_AND_GAS,A,ACTIVE,415165.93,95385.93,UR_CUSTOMERS,24d7e847422cffb535981d5e7e5d1a3de09a7eee7e5402f965f3a46b3907500f,2026-03-20T07:54:07.147749,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.147749,9999-12-31T00:00:00
CU-020040,Paul Pipeline,Jessica,Rodriguez,lwilson@park-whitney.info,244.593.0537,83611 John Row,Austin,TX,68811,30.311302,-97.696994,OIL_AND_GAS,A,ACTIVE,433687.82,490140.35,UR_CUSTOMERS,199c221f4bbe15c7482d9d9ce4ce36accc32dd25723e9d4fa0a8d6850e4c996a,2026-03-20T07:54:07.147968,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.147969,9999-12-31T00:00:00
CU-020041,Sellers Builders,Tina,Simmons,palmerwilliam@burnett.com,(327)787-3048x625,74653 Daniel Orchard,Jacksonville,FL,67591,30.285476,-81.656959,INFRASTRUCTURE,B,ACTIVE,111957.23,260720.44,UR_CUSTOMERS,cf5e1aad4ac26852e30ef190d76ab015a6e5fe954d86382448852049542002c4,2026-03-20T07:54:07.148190,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.148191,9999-12-31T00:00:00
CU-020042,Garcia PLC,Michelle,Kelly,rlopez@crawford-moss.info,001-662-896-9143x3629,5099 Hannah Creek Apt. 898,Minneapolis,MN,45102,44.97782,-93.333592,RESIDENTIAL,B,ACTIVE,56922.66,218112.41,UR_CUSTOMERS,6459c62e8f3ce0761a9c1024e3c519d7e4ca994cac1660b4a25584b2d70cd4fe,2026-03-20T07:54:07.148461,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.148463,9999-12-31T00:00:00
CU-020043,Perez-Smith,Rebecca,Wall,frank18@ortiz.com,+1-446-748-8499x7957,9582 Megan Center Apt. 217,Las Vegas,NV,98174,36.163286,-115.061211,MINING,A,SUSPENDED,333950.03,320996.8,UR_CUSTOMERS,c6df3cbdd69933e335bfd2f169d91a6b60a68500075c0ecbaed4f8a9eb7ceba2,2026-03-20T07:54:07.148759,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.148761,9999-12-31T00:00:00
CU-020044,Silva Construction,Jessica,Lynch,wilkinskevin@lopez.com,905.498.4451x436,112 Danielle Fords Suite 681,El Paso,TX,11237,31.814157,-106.478115,CONSTRUCTION,A,SUSPENDED,407102.52,375369.34,UR_CUSTOMERS,eb645c6d99783ce003720b7b3850f95d25dc2afba1e8d29278ab51d0d2a3f460,2026-03-20T07:54:07.149066,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.149067,9999-12-31T00:00:00
CU-020045,MI Gas Co,Belinda,Lynch,fflowers@landry-rogers.com,7997217790,669 Jeffrey Turnpike,Detroit,MI,49478,42.376641,-83.081691,UTILITY,A,ACTIVE,374333.77,178841.51,UR_CUSTOMERS,370688bc68a20e75a8a2bd75a1ed67d68a3678d7d61d9aca473b1b35a831ebc1,2026-03-20T07:54:07.149259,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.149260,9999-12-31T00:00:00
CU-020046,Davis Pipeline,Maria,Edwards,webstersteven@smith.com,+1-960-611-9391x03829,551 Jennifer Canyon,New York,NY,75732,40.659337,-74.032939,OIL_AND_GAS,B,ACTIVE,54733.68,167252.91,UR_CUSTOMERS,caa2f1a4e9234f819f056f15a2b5394bf29901c033182a0f1da8b8a196456ab2,2026-03-20T07:54:07.149530,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.149531,9999-12-31T00:00:00
CU-020047,Vaughn LLC,Margaret,Salinas,williamsmark@evans.info,461.958.7366,58969 Jason Garden,Los Angeles,CA,81592,34.057635,-118.195632,EVENTS,C,ACTIVE,23503.27,431840.67,UR_CUSTOMERS,a9e7a1c4f0facba1f1c463a4db25c5cc6b0ce5de3d25759b1e17d9e9d84deac5,2026-03-20T07:54:07.149753,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.149754,9999-12-31T00:00:00
CU-020048,Brown Development,Adrian,Cook,theresa61@chen-carter.com,756-763-9792,64369 Donna Villages,Pittsburgh,PA,67093,40.416034,-79.967271,CONSTRUCTION,D,INACTIVE,17934.18,156366.62,UR_CUSTOMERS,9a5ad11b229f3e9b942eabf4a23c9f5f490faf39053d1fd35bba47f641c9b041,2026-03-20T07:54:07.149969,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.149970,9999-12-31T00:00:00
CU-020049,Atlanta Water District,Rhonda,Ruiz,stephenwyatt@wheeler.biz,6533428164,01975 Matthew Well Suite 640,Atlanta,GA,49430,33.677993,-84.386784,GOVERNMENT,A,INACTIVE,184353.52,146188.74,UR_CUSTOMERS,589bf8bba0ccdc99180e6f0390a06e3ca1c6908d7a1bcc879cb4289714a98789,2026-03-20T07:54:07.150255,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.150256,9999-12-31T00:00:00
CU-020050,Richmond Development,Benjamin,Caldwell,taylortina@baker.biz,362.581.4447,09690 Simpson Green Apt. 922,Miami,FL,66778,25.83051,-80.197044,CONSTRUCTION,D,INACTIVE,6353.53,252288.75,UR_CUSTOMERS,2dd5a53e9b33264728c710b7145624ea1523c1ea2bac51abc0c9db57b2b2e30c,2026-03-20T07:54:07.150475,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.150476,9999-12-31T00:00:00
CU-020051,Herrera Pipeline,Michele,Mays,uhubbard@rodriguez-mann.com,+1-872-371-7430,4034 Brittany Trace,Columbus,OH,69014,39.956817,-82.952206,OIL_AND_GAS,B,SUSPENDED,170543.15,446231.51,UR_CUSTOMERS,f033e09edd71fadae1a974741444bb07f448f048201e10d32ab9fefbe20afed9,2026-03-20T07:54:07.150681,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.150681,9999-12-31T00:00:00
CU-020052,Hunter and Sons,Amy,Ramos,suzanne33@sullivan.info,7415309091,28262 Baker Expressway Apt. 412,Las Vegas,NV,30994,36.187596,-115.197135,INDUSTRIAL,C,ACTIVE,49038.09,58801.36,UR_CUSTOMERS,00e747d84dfecb94bc6ac5bdeb40d8306962a83ae3435035d861572570881c4f,2026-03-20T07:54:07.150875,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.150876,9999-12-31T00:00:00
CU-020053,Kline Contracting,Cheryl,Ramsey,shannon20@chang-jones.com,001-379-241-9324x538,941 Douglas Harbor Suite 098,Chicago,IL,62716,41.852974,-87.673646,CONSTRUCTION,B,INACTIVE,170982.48,303915.53,UR_CUSTOMERS,3e05045a90695d2efef718a98bd94c300bc153a5b0fa0a29abe7664850582c6f,2026-03-20T07:54:07.151086,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.151087,9999-12-31T00:00:00
CU-020054,Hernandez Construction,Peter,Scott,lharris@miller-crawford.com,(324)204-3261,46861 Lewis Mountains,Portland,OR,02073,45.501921,-122.671569,CONSTRUCTION,B,ACTIVE,174754.85,213851.51,UR_CUSTOMERS,832519fbf5759dfef25e7c217bbafcba13a0aa8424aae72c767f5b68f1744ba1,2026-03-20T07:54:07.151291,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.151292,9999-12-31T00:00:00
CU-020055,Hernandez Builders,Reginald,Benson,brianconrad@johnson.com,(962)919-5368x9005,01732 Moses Port Apt. 073,Austin,TX,81154,30.211699,-97.666171,INFRASTRUCTURE,C,ACTIVE,58885.58,432502.96,UR_CUSTOMERS,3b4360b7cc90b05db6ed07d04c39324f98cfb81f1530d9a3733fb5d007fec126,2026-03-20T07:54:07.151486,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.151487,9999-12-31T00:00:00
CU-020056,Murray Construction,Jake,Osborne,fjackson@harris.org,2876167221,461 Rodriguez Expressway Apt. 707,Boston,MA,34164,42.283446,-71.027196,INFRASTRUCTURE,A,ACTIVE,328346.04,193570.94,UR_CUSTOMERS,01b57e6379ea72fe140560102ec20135b95c4481a08529baf5a2b3a36bd94fd9,2026-03-20T07:54:07.151663,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.151663,9999-12-31T00:00:00
CU-020057,Chicago School District,Kirk,Russell,mandymalone@vincent-arias.com,(552)616-0252,09447 Ware Lane,Chicago,IL,81375,41.940971,-87.625053,GOVERNMENT,B,ACTIVE,89915.09,8120.78,UR_CUSTOMERS,f467f738d11f8792c76b5dd288a4900b68bba9ffd8a2d5113844669bf96232b2,2026-03-20T07:54:07.151855,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.151855,9999-12-31T00:00:00
CU-020058,Johnson Contracting,Emily,Fisher,leslie32@ortiz-pearson.org,480-324-5598x5160,158 George Meadows,Las Vegas,NV,71344,36.138218,-115.061259,INFRASTRUCTURE,B,ACTIVE,153573.0,154736.36,UR_CUSTOMERS,73dab36b2ddad59701269ad37d7e5034e5c7ec2fa0ceac26c1d76a8d78fca5f5,2026-03-20T07:54:07.152069,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.152070,9999-12-31T00:00:00
